appr_statusid,assignedtime,categoryid,close_comments,closeaccepted,closurecodeid,editing_status,closurecomments,editorid,hasattachment,haslinkedrequest,impactdetails,impactid,isfcr,isescalated,is_fr_overdue,isoverdue,isread,itemid,last_tech_update,levelid,linkcomments,linkedworkorderid,notificationstatus,ownerid,priorityid,reopened,req_chat_type,reqapproval,requesttypeid,shownotestotech,statusid,subcategoryid,unrepliedcount,urgencyid,workorderid
,1536144179274,10,,NO,,0,,,0,0,,,0,0,0,0,1,,1536060348766,,,,,11401,3,0,0,0,,0,3,,,,4955
,1536164138249,2,,NO,,0,,,0,0,,,0,0,0,0,1,,1536164138249,,,,,13805,4,0,0,0,,0,3,3303,,,4930
,1536218647718,901,,NO,,0,,,0,0,,,0,0,0,0,1,,1536218647718,,,,,13805,4,0,0,0,,0,3,,,,4964
,1536219259433,901,,NO,,0,,,0,0,,,0,0,0,0,1,,1536219259433,,,,,13805,4,0,0,0,,0,3,,,,4962
,1536227961739,2403,,NO,,0,,,1,0,,,0,0,0,0,1,,1536227961754,,,,,13805,4,0,0,0,,0,3,,,,4959
,1536233502756,4501,,NO,,0,,,1,0,,,0,0,0,0,1,,1536233502756,,,,TECH_REPLY,14108,2,0,0,0,,0,3,,,,4950
,1536235224240,901,,NO,,0,,,1,0,,,0,0,0,0,1,,1536235224240,,,,,13805,4,0,0,0,,0,3,,,,4931
,1536235526957,4501,,NO,,0,,,1,0,,,0,0,0,0,1,,1536235526957,,,,,15301,4,0,0,0,,0,3,,,,4966
,1536243633639,3,,NO,,0,,,0,0,,,0,0,0,0,1,,1536243633639,,,,,13805,3,0,0,0,,0,3,8,,,4970
,1536246289056,11,,NO,,0,,,0,0,,,0,0,0,0,1,,1536246289071,,,,,13805,3,0,0,0,,0,3,,,,4971
,1536305598895,2403,,NO,,0,,,0,0,,,0,0,0,0,1,,1536305598957,,,,,13805,4,0,0,0,,0,3,,,,4973
,1536305797685,2,,NO,,0,,,0,0,,,0,0,0,0,1,,1536305797700,,,,,13805,4,0,0,0,,0,3,3303,,,4965
,1536314298758,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1536314298758,,,,,301,3,0,0,0,,0,3,1503,,,4946
,1536314489767,2701,,NO,,0,,,0,0,,,0,0,0,0,1,,1536314490017,,,,,6609,3,0,0,0,,0,3,,,,4969
,1536317795714,6601,,NO,,0,,,0,0,,,0,0,0,0,1,,1536317795729,,,,,6609,4,0,0,0,,0,3,,,,4961
,1536317963941,3302,,NO,,0,,,0,0,,,0,0,0,0,1,,1536317963941,,"",,,6609,3,0,0,0,,0,3,,,,4934
,1536318405960,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1536318405960,,,,,9003,2,0,0,0,,0,3,1501,,,4976
,1536320974608,10,,NO,,0,,,0,0,,,0,0,0,0,0,,1536320974624,,,,,6609,3,0,0,0,,0,3,,,,4975
,1536321036143,10,,NO,,0,,,0,0,,,0,0,0,0,0,,1536321036158,,,,,6609,3,0,0,0,,0,3,17,,,4974
,1536323268488,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1536323268488,,,,,9003,3,0,0,0,,0,3,1502,,,4887
,1536323287159,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1536323287175,,,,,9003,2,0,0,0,,0,3,3001,,,4892
,1536569750419,10,,NO,,0,,,0,0,,,0,0,0,0,1,,1536569750419,,,,,13805,4,0,0,0,,0,3,,,,4958
,1536575595748,2,,NO,,0,,,0,0,,,0,0,0,0,1,,1536575595764,,,,,13805,4,0,0,0,,0,3,3301,,,4978
,1536584998378,2403,,NO,,0,,,0,0,,,0,0,0,0,1,,1536584998394,,,,,11102,3,0,0,0,,0,3,,,,4979
,1536648347406,3902,,NO,,0,,,0,0,,,0,0,0,0,0,,1536648347469,,,,,17101,,0,0,0,,0,3,,,,4530
,1536648536305,3901,,NO,,0,,,1,0,,,0,0,1,0,0,,1536648536508,,,,TECH_REPLY,17101,,0,0,0,,0,3,,,,4812
,1536648766659,3901,,NO,,0,,,0,0,,,0,0,0,0,1,,1549354366197,,,,,17101,3,0,0,0,,0,3,,,,4985
,1536654307599,901,,NO,,0,,,0,0,,,0,0,0,0,1,,1536654307615,,,,,13805,4,0,0,0,,0,3,,,,4928
,1536659592635,2403,,NO,,0,,,0,0,,,0,0,1,0,1,,1536659592854,,,,,13805,3,0,0,0,,0,3,,,,4986
,1536676680741,2,,NO,,0,,,0,0,,,0,0,0,0,1,,1536676680756,,,,,11102,4,0,0,0,,0,3,,,,4988
,1536685406269,3302,,NO,,0,,,0,0,,,0,0,0,0,1,,1536685406269,,,,,6609,3,0,0,0,,0,3,4802,,,4967
,1536736280915,2,,NO,,0,,,0,0,,,0,0,0,0,1,,1536736280930,,,,,13805,4,0,0,0,,0,3,3303,,,4991
,1536831277754,10,,NO,,0,,,0,0,,,0,0,0,0,1,,1536831277754,,,,,6609,4,0,0,0,,0,3,15,,,4984
,1536831374696,4501,,NO,,0,,,0,0,,,0,0,0,0,1,,1536831374711,,,,,14108,4,0,0,0,,0,3,,,,4995
,1536834231201,4501,,NO,,0,,,0,0,,,0,0,0,0,1,,1536834231216,,,,,14108,4,0,0,0,,0,3,,,,4996
,1536834273562,2405,,NO,,0,,,0,0,,,0,0,0,0,1,,1536834273578,,,,,6609,3,0,0,0,,0,3,5402,,,4998
,1536841821389,4501,,NO,,0,,,1,0,,,0,0,0,0,1,,1536841821389,,,,,14108,3,0,0,0,,0,3,,,,5000
,1536842866015,3,,NO,,0,,,1,0,,,0,0,0,0,1,,1536842866015,,,,,13805,4,0,0,0,,0,3,,,,4960
,1536850022590,3,,NO,,0,,,0,0,,,0,0,0,0,1,,1536850022590,,,,,6609,3,0,0,0,,0,3,5,,,4997
,1536922891330,6601,,NO,,0,,,0,0,,,0,0,0,0,1,,1536922891330,,,,,6609,3,0,0,0,,0,3,5702,,,4913
,1536923001600,3302,,NO,,0,,,0,0,,,0,0,0,0,1,,1536923001600,,,,,6609,3,0,0,0,,0,3,4802,,,4981
,1536923237314,2403,,NO,,0,,,1,0,,,0,0,0,0,1,,1536923237330,,,,,14108,4,0,0,0,,0,3,,,,5006
,1536923743040,3903,,NO,,0,,,0,0,,,0,0,0,0,1,,1562595120501,,,,TECH_REPLY,16503,,0,0,0,,0,3,2701,,,5005
,1536925581859,1501,,NO,,0,,,1,0,,,0,0,0,0,1,,1536925581874,,,,,14108,3,0,0,0,,0,3,,,,5007
,1536935389953,3302,,NO,,0,,,1,0,,,0,0,0,0,1,,1536935389969,,,,,11401,3,0,0,0,,0,3,,,,4993
,1536935588655,2406,,NO,,0,,,0,0,,,0,0,0,0,1,,1536935588655,,,,,11401,4,0,0,0,,0,3,,,,5009
,1537170065135,2702,,NO,,0,,,1,0,,,0,0,0,0,1,,1537170065198,,,,,9003,2,0,0,0,,0,3,1501,,,5008
,1537176826772,10,,NO,,0,,,0,0,,,0,0,0,0,1,,1537176826772,,,,,6609,3,0,0,0,,0,3,16,,,5004
,1537177740047,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1537177740047,,,,,18301,3,0,0,0,,0,3,1501,,,5014
,1537179328573,2702,,NO,,0,,,1,0,,,0,0,0,0,1,,1537179328573,,,,,18301,3,0,0,0,,0,3,1501,,,5015
,1537179501080,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1537179501096,,,,,9003,2,0,0,0,,0,3,1501,,,5011
,1537180098248,11,,NO,,0,,,0,0,,,0,0,0,0,1,,1537180098264,,,,,13805,3,0,0,0,,0,3,901,,,5012
,1537180321836,2,,NO,,0,,,0,0,,,0,0,0,0,1,,1537180321852,,,,,13805,3,0,0,0,,0,3,3301,,,5016
,1537180820734,2403,,NO,,0,,,0,0,,,0,0,0,0,1,,1537180820734,,,,,13805,3,0,0,0,,0,3,,,,5010
,1537189032685,901,,NO,,0,,,0,0,,,0,0,0,0,1,,1537189032705,,,,,13805,4,0,0,0,,0,3,3902,,,4989
,1537189144956,901,,NO,,0,,,0,0,,,0,0,0,0,1,,1537189144972,,,,,13805,4,0,0,0,,0,3,3902,,,5013
,1537190874660,3,,NO,,0,,,0,0,,,0,0,0,0,1,,1537190874660,,,,,13805,3,0,0,0,,0,3,,,,5017
,1537254570690,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1537254570690,,,,,13801,3,0,0,0,,0,3,1503,,,5019
,1537254774137,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1537254774137,,,,,13801,3,0,0,0,,0,3,1501,,,5020
,1537264663312,2,,NO,,0,,,0,0,,,0,0,0,0,1,,1537264663328,,,,,6609,4,0,0,0,,0,3,3301,,,5018
,1537272562061,2,,NO,,0,,,0,0,,,0,0,0,0,1,,1537272562061,,,,,6609,4,0,0,0,,0,3,3302,,,5024
,1537276171709,3903,,NO,,0,,,0,0,,,0,0,0,0,1,,1562595126001,,,,TECH_REPLY,16503,,0,0,0,,0,3,2702,,,5025
,1537284186479,2403,,NO,,0,,,0,0,,,0,0,0,0,1,,1537284186495,,,,,13805,3,0,0,0,,0,3,,,,5026
,1537285626030,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1537285626046,,,,,13801,3,0,0,0,,0,3,1503,,,5030
,1537287141771,2405,,NO,,0,,,0,0,,,0,0,0,0,1,,1537287141771,,,,,6609,3,0,0,0,,0,3,,,,4999
,1537287251291,2,,NO,,0,,,0,0,,,0,0,0,0,1,,1537287251306,,,,,6609,3,0,0,0,,0,3,3303,,,5023
,1537346484019,2403,,NO,,0,,,0,0,,,0,0,0,0,1,,1537346484034,,,,,13805,3,0,0,0,,0,3,,,,5037
,1537377506872,2404,,NO,,0,,,0,0,,,0,0,0,0,1,,1537377506888,,,,,6609,3,0,0,0,,0,3,,,,5039
,1537434064896,4501,,NO,,0,,,1,0,,,0,0,0,0,1,,1537434064896,,,,,14108,3,0,0,0,,0,3,,,,5042
,1537436258401,6303,,NO,,0,,,0,0,,,0,0,0,0,1,,1537436258401,,,,,6609,3,0,0,0,,0,3,,,,5036
,1537436862632,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1537436862632,,,,,18301,3,0,0,0,,0,3,1501,,,5046
,1537437505974,1501,,NO,,0,,,1,0,,,0,0,0,0,1,,1537437505989,,,,,14108,2,0,0,0,,0,3,,,,5045
,1537440892222,2405,,NO,,0,,,0,0,,,0,0,0,0,1,,1537440892222,,,,,6609,3,0,0,0,,0,3,5403,,,5048
,1537441366337,2403,,NO,,0,,,0,0,,,0,0,0,0,1,,1537441366337,,,,,13805,3,0,0,0,,0,3,,,,5049
,1537441386478,4501,,NO,,0,,,0,0,,,0,0,0,0,1,,1537441597941,,,,TECH_REPLY,14108,3,0,0,0,,0,3,,,,5001
,1537441673022,3,,NO,,0,,,0,0,,,0,0,0,0,1,,1537441673022,,,,,13805,3,0,0,0,,0,3,,,,5050
,1537455182246,3,,NO,,0,,,0,0,,,0,0,0,0,1,,1537455182262,,,,,13805,3,0,0,0,,0,3,5,,,5051
,1537455551060,4801,,NO,,0,,,0,0,,,0,0,0,0,1,,1537455551076,,,,,13805,4,0,0,0,,0,3,,,,4954
,1537464207653,601,,NO,,0,,,0,0,,,0,0,0,0,1,,1537464207653,,,,,6609,4,0,0,0,,0,3,3304,,,5052
,1537515837624,2405,,NO,,0,,,0,0,,,0,0,0,0,1,,1537515837640,,,,,11401,3,0,0,0,,0,3,,,,4972
,1537516102308,2406,,NO,,0,,,0,0,,,0,0,0,0,1,,1537516102308,,,,,11401,3,0,0,0,,0,3,,,,4992
,1537516744103,6303,,NO,,0,,,0,0,,,0,0,0,0,1,,1537516744118,,,,,11401,3,0,0,0,,0,3,,,,5034
,1537516909547,6303,,NO,,0,,,0,0,,,0,0,0,0,1,,1537516909547,,,,,11401,4,0,0,0,,0,3,,,,5035
,1537519426193,11,,NO,,0,,,0,0,,,0,0,0,0,1,,1537519426193,,,,,13805,3,0,0,0,,0,3,,,,5027
,1537520292186,901,,NO,,0,,,0,0,,,0,0,0,0,1,,1537520292202,,,,,13805,4,0,0,0,,0,3,3903,,,5055
,1537521322733,5401,,NO,,0,,,0,0,,,0,0,0,0,1,,1537521322733,,,,,6609,3,0,0,0,,0,3,,,,4977
,1537521383048,901,,NO,,0,,,0,0,,,0,0,0,0,1,,1537521383048,,,,,13805,3,0,0,0,,0,3,3903,,,5054
,1537521552071,6601,,NO,,0,,,0,0,,,0,0,0,0,1,,1537521552071,,,,,6609,3,0,0,0,,0,3,5702,,,5041
,1537522403797,901,,NO,,0,,,0,0,,,0,0,0,0,1,,1537522403828,,,,,13805,4,0,0,0,,0,3,3903,,,5056
,1537523673746,2,,NO,,0,,,0,0,,,0,0,0,0,1,,1537523673762,,,,,13805,4,0,0,0,,0,3,3301,,,5057
,1537526606773,3302,,NO,,0,,,0,0,,,0,0,0,0,1,,1537526606773,,,,,6609,3,0,0,0,,0,3,4802,,,5059
,1537529803808,4501,,NO,,0,,,1,0,,,0,0,0,0,1,,1537529803808,,,,,14108,4,0,0,0,,0,3,,,,5058
,1537532404254,10,,NO,,0,,,0,0,,,0,0,0,0,1,,1537532404270,,,,,13805,4,0,0,0,,0,3,,,,5060
,1537604831173,3901,,NO,,0,,,0,0,,,0,0,0,0,1,,1554367418141,,,,,17101,2,0,0,0,,0,3,,,,5066
,1537776853134,2,,NO,,0,,,0,0,,,0,0,0,0,1,,1537776853134,,,,,13805,3,0,0,0,,0,3,3301,,,5043
,1537776995078,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1537776995094,,,,,301,3,0,0,0,,0,3,,,,4935
,1537777080848,3302,,NO,,0,,,0,0,,,0,0,0,0,1,,1537777080848,,,,,6609,3,0,0,0,,0,3,4802,,,5064
,1537777120678,2403,,NO,,0,,,0,0,,,0,0,0,0,1,,1537777120678,,,,,13805,4,0,0,0,,0,3,,,,5061
,1537779503254,4501,,NO,,0,,,1,0,,,0,0,0,0,1,,1537779503254,,,,,14108,3,0,0,0,,0,3,,,,5062
,1537781391543,3302,,NO,,0,,,0,0,,,0,0,0,0,1,,1537781391558,,,,,6609,3,0,0,0,,0,3,4801,,,5044
,1537788666862,901,,NO,,0,,,0,0,,,0,0,0,0,1,,1537788666878,,,,,13805,4,0,0,0,,0,3,3903,,,5072
,1537790946996,2,,NO,,0,,,0,0,,,0,0,0,0,1,,1537790946996,,,,,13805,4,0,0,0,,0,3,3301,,,5068
,1537797496169,11,,NO,,0,,,0,0,,,0,0,0,0,1,,1537797496184,,,,,13805,4,0,0,0,,1,3,301,,,5031
,1537809481198,2405,,NO,,0,,,0,0,,,0,0,0,0,1,,1537809481385,,,,,6609,3,0,0,0,,0,3,5403,,,5073
,1537809695755,601,,NO,,0,,,0,0,,,0,0,0,0,1,,1537809695755,,,,,6609,3,0,0,0,,0,3,,,,4863
,1537814551366,3302,,NO,,0,,,0,0,,,0,0,0,0,1,,1543828661452,,,,,6609,4,0,0,0,,0,3,,,,4933
,1537866403758,2,,NO,,0,,,0,0,,,0,0,0,0,1,,1537866403758,,,,,11102,4,0,0,0,,0,3,,,,5076
,1537866545530,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1537866545530,,,,,301,3,0,0,0,,0,3,1503,,,5067
,1537867943766,2,,NO,,0,,,0,0,,,0,0,0,0,1,,1537867943766,,,,,11102,4,0,0,0,,0,3,,,,5069
,1537868515792,2,,NO,,0,,,0,0,,,0,0,0,0,1,,1537868515808,,,,,11102,4,0,0,0,,0,3,,,,5063
,1537889921021,2,,,,0,,,0,0,,,0,0,0,0,0,,1537889921021,,,,,,4,0,0,0,,0,1,,,,5077
,1537898419439,4501,,NO,,0,,,1,0,,,0,0,0,0,1,,1537898419549,,,,,14108,2,0,0,0,,0,3,,,,5002
,1537951379345,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1537951379361,,,,,9003,4,0,0,0,,0,3,3001,,,5040
,1537951512783,4501,,NO,,0,,,0,0,,,0,0,0,0,1,,1537951512799,,,,,14108,4,0,0,0,,0,3,,,,5075
,1537970540046,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1537970540046,,,,,13801,3,0,0,0,,0,3,1502,,,5029
,1537970722613,2403,,NO,,0,,,0,0,,,0,0,0,0,1,,1537970722613,,,,,13805,3,0,0,0,,0,3,,,,5086
,1537970819725,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1537970819725,,,,,13801,3,0,0,0,,0,3,1501,,,5087
,1537970956415,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1537970956431,,,,,13801,3,0,0,0,,0,3,1503,,,5021
,1537970997165,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1537970997165,,,,,13801,4,0,0,0,,0,3,1501,,,5033
,1537971069808,3302,,NO,,0,,,0,0,,,0,0,0,0,1,,1537971069808,,,,,6609,3,0,0,0,,0,3,,,,5053
,1537976207049,2,,NO,,0,,,0,0,,,0,0,0,0,1,,1537976207049,,,,,11102,4,0,0,0,,0,3,3303,,,5074
,1537978600003,3302,,NO,,0,,,0,0,,,0,0,0,0,1,,1537978600003,,,,,6609,3,0,0,0,,0,3,4802,,,5088
,1538035980282,601,,NO,,0,,,0,0,,,0,0,0,0,1,,1538035980392,,,,,6609,3,0,0,0,,0,3,,,,5071
,1538041723757,4801,,NO,,0,,,0,0,,,0,0,0,0,1,,1538041723757,,,,,13805,4,0,0,0,,0,3,3307,,,5083
,1538043071029,4501,,NO,,0,,,1,0,,,0,0,0,0,1,,1538043071029,,,,TECH_REPLY,14108,3,0,0,0,,0,3,,,,4942
,1538045926214,2403,,NO,,0,,,1,0,,,0,0,0,0,1,,1538045926229,,,,,13805,4,0,0,0,,0,3,,,,4968
,1538050793041,3302,,NO,,0,,,0,0,,,0,0,0,0,1,,1538050793041,,,,,6609,3,0,0,0,,0,3,4802,,,5090
,1538057021126,11,,NO,,0,,,0,0,,,0,0,0,0,1,,1538057021142,,,,,11102,4,0,0,0,,0,3,,,,5028
,1538059941359,1201,,NO,,0,,,0,0,,,0,0,0,0,1,,1538059941359,,,,,13805,4,0,0,0,,0,3,3602,,,5082
,1538061510321,11,,NO,,0,,,0,0,,,0,0,0,0,1,,1538061510321,,,,,13805,3,0,0,0,,0,3,3308,,,5084
,1538119452703,3,,NO,,0,,,0,0,,,0,0,0,0,1,,1538119452734,,,,,13805,4,0,0,0,,0,3,8,,,5022
,1538119516157,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1538119516173,,,,,13801,3,0,0,0,,0,3,1501,,,5091
,1538119707928,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1538119707928,,,,,13801,3,0,0,0,,0,3,3310,,,5032
,1538121224749,3,,NO,,0,,,0,0,,,0,0,0,0,1,,1538121224749,,,,,18901,3,0,0,0,,0,3,5,,,5078
,1538121531319,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1538121531319,,,,,18301,3,0,0,0,,0,3,1503,,,5095
,1538121616946,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1544003833644,,,,,18901,2,0,0,0,,0,3,,,,4941
,1538121630103,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1538121630118,,,,,18301,2,0,0,0,,0,3,3310,,,4947
,1538127840512,6002,,NO,,0,,,1,0,,,0,0,0,0,1,,1538127840512,,,,,14102,3,0,0,0,,0,3,5103,,,5092
,1538129186595,2405,,NO,,0,,,0,0,,,0,0,0,0,1,,1538129186611,,,,,6609,3,0,0,0,,0,3,5403,,,5099
,1538131788957,4501,,NO,,0,,,1,0,,,0,0,0,0,1,,1538131788957,,,,,14108,4,0,0,0,,0,3,,,,5098
,1538131848556,4501,,NO,,0,,,1,0,,,0,0,0,0,1,,1538131848556,,,,REQ_REPLY,14108,3,1,0,0,,0,3,,1,,3434
,1538132973800,4501,,NO,,0,,,1,0,,,0,0,0,0,1,,1538132973800,,,,,14108,4,0,0,0,,0,3,,,,5100
,1538135065387,2403,,NO,,0,,,0,0,,,0,0,1,0,1,,1538135065590,,,,,13805,3,0,0,0,,0,3,,,,5079
,1538150455176,601,,NO,,0,,,0,0,,,0,0,0,0,1,,1538150455192,,,,,6609,3,0,0,0,,0,3,3304,,,5085
,1538378516050,3901,,NO,,0,,,0,0,,,0,0,0,0,1,,1538378516378,,,,,17101,,0,0,0,,0,3,,,,4994
,1538378683169,3901,,NO,,0,,,0,0,,,0,0,0,0,0,,1538378683247,,,,,17101,4,0,0,0,,0,3,,,,5065
,1538382618691,1501,,NO,,0,,,1,0,,,0,0,0,0,1,,1538382618691,,,,,14108,3,0,0,0,,0,3,,,,5101
,1538385376618,4501,,NO,,0,,,0,0,,,0,0,0,0,1,,1538385376634,,,,,14108,4,0,0,0,,0,3,,,,5089
,1538387772150,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1538387772165,,,,,13801,3,0,0,0,,0,3,1501,,,5094
,1538388064107,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1538388064107,,,,,13801,4,0,0,0,,0,3,,,,5096
,1538388097998,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1538388097998,,,,,13801,3,0,0,0,,0,3,1501,,,5102
,1538389941916,4501,,NO,,0,,,0,0,,,0,0,0,0,1,,1538389941931,,,,,14108,3,0,0,0,,0,3,,,,4807
,1538397385331,901,,NO,,0,,,0,0,,,0,0,0,0,0,,1538397385347,,,,,11102,4,0,0,0,,0,3,,,,5104
,1538398062980,901,,NO,,0,,,0,0,,,0,0,0,0,1,,1538398062980,,,,,18901,3,0,0,0,,0,3,3902,,,5097
,1538401047414,11,,NO,,0,,,0,0,,,0,0,0,0,1,,1538401047414,,,,,13805,3,0,0,0,,0,3,902,,,5108
,1538406974837,4501,,NO,,0,,,0,0,,,0,0,0,0,1,,1538406974837,,,,,15301,3,0,0,0,,0,3,,,,4580
,1538415624142,3302,,NO,,0,,,0,0,,,0,0,0,0,1,,1538415624158,,,,,6609,3,0,0,0,,0,3,4802,,,5107
,1538464566050,901,,NO,,0,,,0,0,,,0,0,0,0,1,,1538464566066,,,,,13805,4,0,0,0,,0,3,,,,5111
,1538468963277,6303,,NO,,0,,,0,0,,,0,0,0,0,1,,1538468963277,,,,,6609,3,0,0,0,,0,3,,,,5103
,1538472358597,2403,,NO,,0,,,0,0,,,0,0,0,0,1,,1548068076328,,,,,15301,3,0,0,0,,0,3,,,,4586
,1538472584838,4501,,NO,,0,,,1,0,,,0,0,0,0,1,,1569852288066,,,,,14108,2,0,0,0,,0,3,,,,4983
,1538476524579,2405,,NO,,0,,,0,0,,,0,0,0,0,1,,1538476524594,,,,,6609,3,0,0,0,,0,3,5403,,,5112
,1538499931931,6601,,NO,,0,,,0,0,,,0,0,0,0,1,,1542630273189,,,,,6609,2,0,0,0,,0,3,,,,4918
,1538557715813,3,,NO,,0,,,0,0,,,0,0,0,0,1,,1538557715813,,,,,9003,3,0,0,0,,0,3,,,,5117
,1538559228410,6601,,NO,,0,,,0,0,,,0,0,0,0,1,,1538559228410,,,,,6609,3,0,0,0,,0,3,5702,,,5116
,1538560206613,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1540990466025,,,,,13801,3,0,0,0,,0,3,3310,,,5118
,1538560709112,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1549281780522,,,,,13801,4,0,0,0,,0,3,1501,,,5120
,1538563271668,2403,,NO,,0,,,0,0,,,0,0,0,0,1,,1538563271668,,,,,13805,3,0,0,0,,0,3,,,,5121
,1538568489519,2403,,NO,,0,,,0,0,,,0,0,0,0,1,,1538568489519,,,,,13805,3,0,0,0,,0,3,,,,5124
,1538569014599,2403,,NO,,0,,,0,0,,,0,0,0,0,1,,1538569014599,,,,,14108,3,0,0,0,,0,3,,,,3634
,1538576185520,601,,NO,,0,,,0,0,,,0,0,0,0,1,,1538576185520,,,,,6609,3,0,0,0,,0,3,3304,,,5123
,1538581828262,2405,,NO,,0,,,0,0,,,0,0,0,0,1,,1538581828262,,,,,6609,3,0,0,0,,0,3,5403,,,5125
,1538587200559,6601,,NO,,0,,,0,0,,,0,0,0,0,1,,1538587200559,,,,,6609,3,0,0,0,,0,3,,,,5109
,1538639047666,2403,,NO,,0,,,0,0,,,0,0,0,0,1,,1538639047698,,,,,13805,3,0,0,0,,0,3,,,,5047
,1538639502914,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1541156297705,,,,,18301,3,0,0,0,,0,3,3310,,,5115
,1538640186591,6901,,NO,,0,,,0,0,,,0,0,0,0,1,,1538640186591,,,,,9003,3,0,0,0,,0,3,,,,5126
,1538641005418,5101,,NO,,0,,,0,0,,,0,0,0,0,1,,1541407402463,,,,,13801,4,0,0,0,,0,3,3606,,,4948
,1538648137036,3302,,NO,,0,,,0,0,,,0,0,0,0,1,,1538648137036,,,,,6609,3,0,0,0,,0,3,4802,,,5132
,1538661805589,1201,,NO,,0,,,0,0,,,0,0,0,0,1,,1538661805589,,,,,13805,3,0,0,0,,0,3,5405,,,5135
,1538662112801,3302,,NO,,0,,,0,0,,,0,0,0,0,1,,1538662112801,,,,,6609,3,0,0,0,,0,3,4802,,,5133
,1538662410045,2403,,NO,,0,,,0,0,,,0,0,0,0,1,,1538662410060,,,,,13805,3,0,0,0,,0,3,,,,5136
,1538667090010,1501,,NO,,0,,,0,0,,,0,0,0,0,1,,1538667090010,,,,,13805,3,0,0,0,,0,3,,,,5127
,1538728113041,901,,NO,,0,,,0,0,,,0,0,0,0,1,,1538728113057,,,,,13805,4,0,0,0,,0,3,,,,5137
,1538735943633,901,,NO,,0,,,0,0,,,0,0,0,0,1,,1538735943633,,,,,13805,4,0,0,0,,0,3,,,,5139
,1538736572112,2,,NO,,0,,,0,0,,,0,0,0,0,1,,1538736572128,,,,,13805,4,0,0,0,,0,3,3301,,,5138
,1538737523679,2,,NO,,0,,,0,0,,,0,0,0,0,1,,1538737523695,,,,,13805,4,0,0,0,,0,3,3301,,,5140
,1538737624683,901,,NO,,0,,,0,0,,,0,0,0,0,1,,1538737624683,,,,,18901,3,0,0,0,,0,3,3903,,,5114
,1538737683123,2,,NO,,0,,,0,0,,,0,0,0,0,1,,1538737683139,,,,,18901,4,0,0,0,,0,3,3301,,,5106
,1538739356304,2403,,NO,,0,,,0,0,,,0,0,0,0,1,,1538739356320,,,,,13805,3,0,0,0,,0,3,,,,5038
,1538739877524,11,,NO,,0,,,0,0,,,0,0,0,0,1,,1538739877540,,,,,18901,3,0,0,0,,0,3,,,,5134
,1538760859123,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1538760859123,,,,,11401,3,0,0,0,,0,3,,,,5142
,1538762463173,3302,,NO,,0,,,0,0,,,0,0,0,0,1,,1538762463205,,,,,11401,3,1,0,0,,0,3,,,,5143
,1538909627674,2406,,NO,,0,,,0,0,,,0,0,0,0,1,,1545222042042,,,,,6609,3,0,0,0,,0,3,,,,2718
,1538993565448,4501,,NO,,0,,,0,0,,,0,0,0,0,1,,1538993565463,,,,,14108,3,0,0,0,,0,3,,,,5141
,1538997775093,2,,NO,,0,,,0,0,,,0,0,0,0,1,,1538997775093,,,,,13805,4,0,0,0,,0,3,3303,,,5145
,1539000263392,1201,,NO,,0,,,0,0,,,0,0,0,0,1,,1539000263408,,,,,9003,4,0,0,0,,0,3,3603,,,5144
,1539001959912,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1539001959912,,,,,18301,2,0,0,0,,0,3,1501,,,5147
,1539086019578,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1539086019578,,,,,13801,3,0,0,0,,0,3,1503,,,5149
,1539086320401,2702,,NO,,0,,,1,0,,,0,0,0,0,1,,1539086320401,,,,,18301,2,0,0,0,,0,3,1501,,,5150
,1539087009891,2403,,NO,,0,,,0,0,,,0,0,0,0,1,,1539087010094,,,,,13805,3,0,0,0,,0,3,,,,5154
